,x1,macro_plot_name,monitoring_status,date_x,tag_no,status_x,dbh_x,ht,crwn_rto,crwn_cl,li_cr_b_ht,crwn_rad,decay_cl,char_ht,scorch_ht,cr_sc_pct,comment_x,uv1,uv2,species_symbol,year,treatment,treatment_burn,experiment,date_y,species,status_y,top_kill_y_n,dbh_y,crown_ratio,epicormic_resprout_y_n,basal_resprout_y_n,basal_resprout_height_cm,basal_resprout_width_cm,resprout_count,comment_y,experiment_resprout
274,274,_132,PostBurnYear1,8/30/2021 14:21,630,L,70.2,33.4,20,C,24.5,1.9,NA,9.4,24.4,70,New tag 968,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,70.2,20,N,N,NA,NA,NA,New tag 968,old_exp_2021
287,287,_133,PostBurnYear1,8/30/2021 14:21,682,L,68.7,14.8,100,I,1,4.25,NA,0,0.5,0.5,NA,NA,NA,QUKE,yr2,treat1,leafout_burn,old,2021,QUKE,L,N,68.7,100,N,N,NA,NA,NA,NA,old_exp_2021
288,288,_133,PostBurnYear1,8/30/2021 14:21,683,L,38.85,10.4,100,I,0.5,3,NA,0,1.5,0.5,NA,NA,NA,QUKE,yr2,treat1,leafout_burn,old,2021,QUKE,L,N,38.85,100,N,N,NA,NA,NA,NA,old_exp_2021
289,289,_133,PostBurnYear1,8/30/2021 14:21,684,D,9.85,5.9,NA,NA,NA,NA,1,2,5.9,95,NA,NA,NA,QUKE,yr2,treat1,leafout_burn,old,2021,QUKE,D,Y,9.85,NA,N,Y,55,87.5,38,NA,old_exp_2021
290,290,_133,PostBurnYear1,8/30/2021 14:21,685,D,8.25,5.8,NA,NA,NA,NA,1,2.5,5.8,90,NA,NA,NA,QUKE,yr2,treat1,leafout_burn,old,2021,QUKE,D,Y,8.25,NA,N,Y,55,87.5,38,NA,old_exp_2021
291,291,_133,PostBurnYear1,8/30/2021 14:21,687,L,84.55,16.2,20,C,9.2,3.5,NA,0,0,0,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,84.55,20,N,N,NA,NA,NA,NA,old_exp_2021
292,292,_133,PostBurnYear1,8/30/2021 14:21,688,L,75.65,25,100,C,13,4,NA,0,0,0,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,75.65,100,N,N,NA,NA,NA,NA,old_exp_2021
293,293,_130,PostBurnYear1,8/30/2021 14:20,637,L,30.7,16.2,70,C,7.8,2.4,NA,0.8,9.8,30,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,30.7,70,N,N,NA,NA,NA,NA,old_exp_2021
294,294,_130,PostBurnYear1,8/30/2021 14:20,638,L,51.6,22,80,C,12.2,2.9,NA,1.7,NA,10,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,51.6,80,N,N,NA,NA,NA,NA,old_exp_2021
295,295,_130,PostBurnYear1,8/30/2021 14:20,648,L,45.55,15.4,60,I,10,1.75,NA,2.1,11.4,40,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,45.55,60,N,N,NA,NA,NA,NA,old_exp_2021
296,296,_130,PostBurnYear1,8/30/2021 14:20,640,L,46.1,20.8,80,C,13,2.75,NA,2.2,11.4,10,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,46.1,80,N,N,NA,NA,NA,NA,old_exp_2021
297,297,_130,PostBurnYear1,8/30/2021 14:20,641,L,56.4,25,100,C,14.4,3.1,NA,4.2,7.8,2,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,56.4,100,N,N,NA,NA,NA,NA,old_exp_2021
298,298,_130,PostBurnYear1,8/30/2021 14:20,642,D,79,14.2,NA,NA,NA,NA,5,14.2,NA,NA,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,D,N,79,NA,N,N,NA,NA,NA,NA,old_exp_2021
299,299,_130,PostBurnYear1,8/30/2021 14:20,643,L,23.5,11.6,80,I,7.5,0.9,NA,1.4,7.5,20,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,23.5,80,N,N,NA,NA,NA,NA,old_exp_2021
300,300,_130,PostBurnYear1,8/30/2021 14:20,644,L,22.45,7.6,10,I,2.4,2,NA,0.15,7.4,80,NA,NA,NA,QUKE,yr2,treat1,leafout_burn,old,2021,QUKE,L,N,22.45,10,Y,N,NA,NA,NA,NA,old_exp_2021
301,301,_130,PostBurnYear1,8/30/2021 14:20,645,L,27.9,8.2,70,I,2.4,3.1,NA,0.15,4.5,20,NA,NA,NA,QUKE,yr2,treat1,leafout_burn,old,2021,QUKE,L,N,27.9,70,Y,N,NA,NA,NA,NA,old_exp_2021
302,302,_130,PostBurnYear1,8/30/2021 14:20,646,L,29.85,12.8,80,I,4,3.5,NA,0.2,4.5,2,NA,NA,NA,QUKE,yr2,treat1,leafout_burn,old,2021,QUKE,L,N,29.85,80,N,N,NA,NA,NA,NA,old_exp_2021
303,303,_130,PostBurnYear1,8/30/2021 14:20,647,L,33.1,12.3,80,I,3.4,3.5,NA,0,2.4,5,NA,NA,NA,QUKE,yr2,treat1,leafout_burn,old,2021,QUKE,L,N,33.1,80,N,N,NA,NA,NA,NA,old_exp_2021
304,304,_130,PostBurnYear1,8/30/2021 14:20,649,L,45.75,20.2,100,C,9,2.75,NA,1.8,6.2,1,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,45.75,100,N,N,NA,NA,NA,NA,old_exp_2021
305,305,_128,PostBurnYear1,8/30/2021 14:19,652,L,63.9,22.8,70,C,13.8,2.5,NA,3,13.8,30,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,63.9,70,N,N,NA,NA,NA,NA,old_exp_2021
306,306,_128,PostBurnYear1,8/30/2021 14:19,653,L,53.35,22.6,80,C,13.8,2.45,NA,4,13.8,20,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,53.35,80,N,N,NA,NA,NA,NA,old_exp_2021
307,307,_128,PostBurnYear1,8/30/2021 14:19,655,L,39.4,21.6,70,C,14.2,1.4,NA,10,13,25,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,39.4,70,N,N,NA,NA,NA,NA,old_exp_2021
308,308,_128,PostBurnYear1,8/30/2021 14:19,657,L,63.1,21,70,C,15.4,3,NA,9.4,15.4,25,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,63.1,70,N,N,NA,NA,NA,NA,old_exp_2021
309,309,_128,PostBurnYear1,8/30/2021 14:19,663,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree is gone,NA,NA,QUKE,yr2,treat1,leafout_burn,old,2021,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Tree is gone,old_exp_2021
310,310,_128,PostBurnYear1,8/30/2021 14:19,664,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree is gone,NA,NA,QUKE,yr2,treat1,leafout_burn,old,2021,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Tree is gone,old_exp_2021
311,311,_128,PostBurnYear1,8/30/2021 14:19,668,L,43.7,18.6,80,C,11.3,0.5,NA,2.8,2.8,25,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,43.7,80,N,N,NA,NA,NA,NA,old_exp_2021
312,312,_128,PostBurnYear1,8/30/2021 14:19,670,D,10.75,6.2,NA,NA,NA,NA,1,NA,4,100,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,D,N,10.75,NA,N,N,NA,NA,NA,NA,old_exp_2021
313,313,_131,PostBurnYear1,8/30/2021 14:20,674,D,36.5,14,NA,NA,NA,NA,1,3,14,40,NA,NA,NA,QUKE,yr2,treat1,leafout_burn,old,2021,QUKE,D,Y,36.5,NA,N,Y,35,20,18,NA,old_exp_2021
314,314,_131,PostBurnYear1,8/30/2021 14:20,675,D,42.3,15,NA,NA,NA,NA,1,5,0,0,NA,NA,NA,QUKE,yr2,treat1,leafout_burn,old,2021,QUKE,D,Y,42.3,NA,N,Y,35,20,18,NA,old_exp_2021
315,315,_131,PostBurnYear1,8/30/2021 14:20,676,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fallen; cut-down.,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,D,N,NA,NA,N,N,NA,NA,NA,Fallen; cut-down.,old_exp_2021
316,316,_131,PostBurnYear1,8/30/2021 14:20,677,L,37.3,14.2,5,I,10.4,0.25,NA,9.2,10.2,97,New tag 965,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,37.3,5,N,N,NA,NA,NA,New tag 965,old_exp_2021
317,317,_131,PostBurnYear1,8/30/2021 14:20,678,D,19.8,8.8,NA,NA,NA,NA,1,4,8.8,100,New tag 966,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,D,N,19.8,NA,N,N,NA,NA,NA,New tag 966,old_exp_2021
318,318,_131,PostBurnYear1,8/30/2021 14:20,679,L,61,23,10,C,18,2,NA,12.6,21.2,90,New tag967,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,61,10,N,N,NA,NA,NA,New tag 967,old_exp_2021
319,319,_131,PostBurnYear1,8/30/2021 14:20,680,L,41.3,12,5,I,10,0.5,NA,3.8,10,90,NA,NA,NA,QUKE,yr2,treat1,leafout_burn,old,2021,QUKE,L,N,41.3,5,N,Y,45,59,4,NA,old_exp_2021
869,869,_141,PostBurnYear1,8/30/2021 14:09,501,L,29.5,9.6,70,I,4,2,NA,1.4,4,20,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,29.5,70,N,N,NA,NA,NA,NA,old_exp_2021
870,870,_141,PostBurnYear1,8/30/2021 14:09,507,L,33.4,16.2,95,C,5.6,2.5,NA,1.8,3.2,0.5,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,33.4,95,N,N,NA,NA,NA,NA,old_exp_2021
871,871,_141,PostBurnYear1,8/30/2021 14:09,508,L,30.65,15.4,70,I,5.2,2,NA,2.2,4.4,5,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,30.65,70,N,N,NA,NA,NA,NA,old_exp_2021
872,872,_141,PostBurnYear1,8/30/2021 14:09,509,L,41.75,18.8,95,C,6.6,2.7,NA,1.6,0,0,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,41.75,95,N,N,NA,NA,NA,NA,old_exp_2021
873,873,_141,PostBurnYear1,8/30/2021 14:09,510,L,44.4,18.4,90,C,8.4,2.5,NA,4,6,3,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,44.4,90,N,N,NA,NA,NA,NA,old_exp_2021
874,874,_141,PostBurnYear1,8/30/2021 14:09,511,L,93,7.2,40,I,1.6,3.7,NA,2.6,6.5,30,NA,NA,NA,QUKE,yr2,treat3,leafout_burn,old,2021,QUKE,L,N,93,40,N,N,NA,NA,NA,NA,old_exp_2021
875,875,_141,PostBurnYear1,8/30/2021 14:09,512,D,73.7,7.6,NA,NA,NA,NA,1,6,7.6,100,NA,NA,NA,QUKE,yr2,treat3,leafout_burn,old,2021,QUKE,D,N,73.7,NA,N,N,NA,NA,NA,NA,old_exp_2021
876,876,_141,PostBurnYear1,8/30/2021 14:09,513,L,33.2,12.2,50,C,6.6,2,NA,3.1,5.6,50,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,33.2,50,N,N,NA,NA,NA,NA,old_exp_2021
877,877,_145,PostBurnYear1,8/30/2021 14:11,545,L,61.85,23,100,C,14,3,NA,3,NA,NA,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,61.85,100,N,N,NA,NA,NA,NA,old_exp_2021
878,878,_145,PostBurnYear1,8/30/2021 14:11,547,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gone,NA,NA,QUKE,yr2,treat3,leafout_burn,old,2021,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Gone,old_exp_2021
879,879,_145,PostBurnYear1,8/30/2021 14:11,551,L,77.05,28.4,100,D,13.5,4,NA,4.4,NA,NA,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,77.05,100,N,N,NA,NA,NA,NA,old_exp_2021
880,880,_145,PostBurnYear1,8/30/2021 14:11,552,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gone,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,D,N,NA,NA,N,N,NA,NA,NA,Gone,old_exp_2021
881,881,_145,PostBurnYear1,8/30/2021 14:11,554,L,43.8,22,90,C,10,1.25,NA,4.5,NA,NA,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,43.8,90,N,N,NA,NA,NA,NA,old_exp_2021
882,882,_145,PostBurnYear1,8/30/2021 14:11,555,L,52.85,24,100,C,12,1.75,NA,4,NA,NA,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,52.85,100,N,N,NA,NA,NA,NA,old_exp_2021
883,883,_145,PostBurnYear1,8/30/2021 14:11,556,L,60.4,24.8,90,C,11.2,2.5,NA,4,NA,NA,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,60.4,90,N,N,NA,NA,NA,NA,old_exp_2021
884,884,_145,PostBurnYear1,8/30/2021 14:11,557,L,17.8,8.6,20,S,7.2,0.9,NA,3.4,7.2,40,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,17.8,20,N,N,NA,NA,NA,NA,old_exp_2021
885,885,_145,PostBurnYear1,8/30/2021 14:11,558,D,14.55,7.8,NA,NA,NA,NA,2,2.2,NA,NA,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,D,N,14.55,NA,N,N,NA,NA,NA,NA,old_exp_2021
886,886,_145,PostBurnYear1,8/30/2021 14:11,562,L,53.9,23,100,C,15,2.25,NA,2.2,NA,NA,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,53.9,100,N,N,NA,NA,NA,NA,old_exp_2021
887,887,_145,PostBurnYear1,8/30/2021 14:11,563,L,20.5,10.2,40,S,6.2,2,NA,2.4,6,20,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,20.5,40,N,N,NA,NA,NA,NA,old_exp_2021
888,888,_145,PostBurnYear1,8/30/2021 14:11,565,L,8.75,5.8,60,S,2.3,2.05,NA,0.3,4.5,40,NA,NA,NA,QUKE,yr2,treat3,leafout_burn,old,2021,QUKE,L,N,8.75,60,Y,Y,37,40,7,NA,old_exp_2021
889,889,_142,PostBurnYear1,8/30/2021 14:09,570,L,8.4,6,80,S,1.3,1.25,NA,0,2,5,NA,NA,NA,QUKE,yr2,treat3,leafout_burn,old,2021,QUKE,L,N,8.4,80,Y,N,NA,NA,NA,NA,old_exp_2021
890,890,_142,PostBurnYear1,8/30/2021 14:09,571,D,47.6,10.8,NA,NA,NA,NA,1,2.3,10.8,100,NA,NA,NA,QUKE,yr2,treat3,leafout_burn,old,2021,QUKE,D,N,47.6,NA,N,N,NA,NA,NA,NA,old_exp_2021
891,891,_142,PostBurnYear1,8/30/2021 14:09,574,L,17.9,8.2,20,S,6,1.5,NA,2.2,6.9,80,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,17.9,20,N,N,NA,NA,NA,NA,old_exp_2021
892,892,_142,PostBurnYear1,8/30/2021 14:09,575,L,72.9,27.5,100,C,10,3.5,NA,4,0,0,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,72.9,100,N,N,NA,NA,NA,NA,old_exp_2021
893,893,_142,PostBurnYear1,8/30/2021 14:09,576,L,10,6.4,80,I,1.4,1.6,NA,0,2.2,20,NA,NA,NA,QUKE,yr2,treat3,leafout_burn,old,2021,QUKE,L,N,10,80,Y,N,NA,NA,NA,NA,old_exp_2021
894,894,_142,PostBurnYear1,8/30/2021 14:09,577,L,23.5,11.4,90,I,1.8,1.4,NA,1.2,3.5,3,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,23.5,90,N,N,NA,NA,NA,NA,old_exp_2021
895,895,_142,PostBurnYear1,8/30/2021 14:09,582,L,29.05,8.8,90,S,4.2,2,NA,2.5,4.2,10,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,29.05,90,N,N,NA,NA,NA,NA,old_exp_2021
896,896,_142,PostBurnYear1,8/30/2021 14:09,583,L,56.4,20,100,C,9.5,3.5,NA,3,8.8,1,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,56.4,100,N,N,NA,NA,NA,NA,old_exp_2021
897,897,_143,PostBurnYear1,8/30/2021 14:10,533,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr2,treat3,leafout_burn,old,2021,QUKE,D,N,NA,NA,N,N,NA,NA,NA,NA,old_exp_2021
898,898,_143,PostBurnYear1,8/30/2021 14:10,534,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,D,N,NA,NA,N,N,NA,NA,NA,NA,old_exp_2021
899,899,_143,PostBurnYear1,8/30/2021 14:10,535,L,46,10.2,50,I,2,2.85,NA,0,5,15,NA,NA,NA,QUKE,yr2,treat3,leafout_burn,old,2021,QUKE,L,N,46,50,N,N,NA,NA,NA,NA,old_exp_2021
900,900,_143,PostBurnYear1,8/30/2021 14:10,536,L,49.9,9.8,70,I,4.5,3.75,NA,0,6,5,NA,NA,NA,QUKE,yr2,treat3,leafout_burn,old,2021,QUKE,L,N,49.9,70,N,N,NA,NA,NA,NA,old_exp_2021
901,901,_143,PostBurnYear1,8/30/2021 14:10,537,L,40.1,13.8,80,C,5.5,2,NA,4,6.4,15,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,40.1,80,N,N,NA,NA,NA,NA,old_exp_2021
902,902,_143,PostBurnYear1,8/30/2021 14:10,538,L,11.55,6.2,50,I,3.2,0.75,NA,0,5.7,50,NA,NA,NA,QUKE,yr2,treat3,leafout_burn,old,2021,QUKE,L,N,11.55,50,N,N,NA,NA,NA,NA,old_exp_2021
903,903,_143,PostBurnYear1,8/30/2021 14:10,539,L,12.8,7.8,20,I,4.4,0.45,NA,0,7,80,NA,NA,NA,QUKE,yr2,treat3,leafout_burn,old,2021,QUKE,L,N,12.8,20,N,N,NA,NA,NA,NA,old_exp_2021
904,904,_143,PostBurnYear1,8/30/2021 14:10,540,D,6.85,3.8,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,QUKE,yr2,treat3,leafout_burn,old,2021,QUKE,D,Y,6.85,NA,N,N,NA,NA,NA,NA,old_exp_2021
905,905,_143,PostBurnYear1,8/30/2021 14:10,541,D,21.4,9.2,NA,NA,NA,NA,1,8.2,9.2,100,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,D,N,21.4,NA,N,N,NA,NA,NA,NA,old_exp_2021
906,906,_143,PostBurnYear1,8/30/2021 14:10,543,L,32,13,60,C,5,2.05,NA,3.2,4.8,30,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,32,60,N,N,NA,NA,NA,NA,old_exp_2021
907,907,_144,PostBurnYear1,8/30/2021 14:10,525,D,26.6,9.4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,D,N,26.6,NA,N,N,NA,NA,NA,NA,old_exp_2021
908,908,_144,PostBurnYear1,8/30/2021 14:10,526,L,19.85,6.6,80,I,1.5,1.25,NA,0.5,2,10,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,19.85,80,N,N,NA,NA,NA,NA,old_exp_2021
909,909,_144,PostBurnYear1,8/30/2021 14:10,527,L,38.2,12,100,I,1,0.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat3,leafout_burn,old,2021,QUKE,L,N,38.2,100,N,N,NA,NA,NA,NA,old_exp_2021
910,910,_144,PostBurnYear1,8/30/2021 14:10,528,L,54.4,18.8,80,C,7.4,3.7,NA,2.2,NA,NA,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,54.4,80,N,N,NA,NA,NA,NA,old_exp_2021
911,911,_144,PostBurnYear1,8/30/2021 14:10,529,L,39.95,16.4,95,I,6.8,3.4,NA,0.3,NA,NA,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,39.95,95,N,N,NA,NA,NA,NA,old_exp_2021
912,912,_144,PostBurnYear1,8/30/2021 14:10,530,L,69.7,25.4,80,C,13.6,6.8,NA,0.1,NA,NA,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,69.7,80,N,N,NA,NA,NA,NA,old_exp_2021
913,913,_140,PostBurnYear1,8/30/2021 14:07,514,L,28.8,12.4,80,I,5,2.1,NA,1.5,4.2,20,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,28.8,80,N,N,NA,NA,NA,NA,old_exp_2021
914,914,_140,PostBurnYear1,8/30/2021 14:07,515,L,12.2,5.6,80,I,0.8,1.5,NA,0.15,1,2,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,12.2,80,N,N,NA,NA,NA,NA,old_exp_2021
915,915,_140,PostBurnYear1,8/30/2021 14:07,516,L,52.5,19,80,C,9.6,2.75,NA,1.2,0,0,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,52.5,80,N,N,NA,NA,NA,NA,old_exp_2021
916,916,_140,PostBurnYear1,8/30/2021 14:07,517,L,11.55,5.5,40,S,2.5,1,NA,0.5,3.2,30,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,11.55,40,N,N,NA,NA,NA,NA,old_exp_2021
917,917,_140,PostBurnYear1,8/30/2021 14:07,518,L,19,9.9,95,I,3.6,1.55,NA,0.3,1.5,0.5,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,19,95,N,N,NA,NA,NA,NA,old_exp_2021
918,918,_140,PostBurnYear1,8/30/2021 14:07,519,L,45.6,19,80,C,7.5,2.25,NA,2.4,7,5,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,45.6,80,N,N,NA,NA,NA,NA,old_exp_2021
919,919,_140,PostBurnYear1,8/30/2021 14:07,520,L,19.45,12.4,70,I,6,1.75,NA,1.4,0,0,NA,NA,NA,PIJE,yr2,treat3,leafout_burn,old,2021,PIJE,L,N,19.45,70,N,N,NA,NA,NA,NA,old_exp_2021
