,x1,macro_plot_name,monitoring_status,date_x,tag_no,status_x,dbh_x,ht,crwn_rto,crwn_cl,li_cr_b_ht,crwn_rad,decay_cl,char_ht,scorch_ht,cr_sc_pct,comment_x,uv1,uv2,species_symbol,year,treatment,treatment_burn,experiment,date_y,species,status_y,top_kill_y_n,dbh_y,crown_ratio,epicormic_resprout_y_n,basal_resprout_y_n,basal_resprout_height_cm,basal_resprout_width_cm,resprout_count,comment_y,experiment_resprout
193,193,_158,PostBurnYear2,9/26/2022 11:05,139,D,13.6,3.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,D,N,13.6,NA,N,N,NA,NA,NA,NA,old_exp_2022
194,194,_158,PostBurnYear2,9/26/2022 11:05,140,L,44,17.2,40,C,11.2,2.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,44,40,N,N,NA,NA,NA,NA,old_exp_2022
195,195,_157,PostBurnYear2,9/26/2022 11:05,141,L,47.1,17.8,50,C,14,1.25,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,47.1,50,N,N,NA,NA,NA,NA,old_exp_2022
196,196,_157,PostBurnYear2,9/26/2022 11:05,142,L,63.4,20.5,90,C,15.2,3.25,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,63.4,90,N,N,NA,NA,NA,NA,old_exp_2022
197,197,_157,PostBurnYear2,9/26/2022 11:05,146,L,NA,5,5,NA,5,0.25,NA,NA,NA,NA,Now a sapling.,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,L,N,NA,5,N,N,NA,NA,NA,Now a sapling.,old_exp_2022
198,198,_157,PostBurnYear2,9/26/2022 11:05,147,L,53.35,18.8,90,C,10,2.25,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,53.35,90,N,N,NA,NA,NA,NA,old_exp_2022
199,199,_157,PostBurnYear2,9/26/2022 11:05,148,L,61.8,22.3,100,C,12.4,2,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,61.8,100,N,N,NA,NA,NA,NA,old_exp_2022
200,200,_153,PostBurnYear2,9/26/2022 11:03,174,D,58.9,9.4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,D,N,58.9,NA,N,N,NA,NA,NA,NA,old_exp_2022
201,201,_153,PostBurnYear2,9/26/2022 11:03,175,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fallen.,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Fallen.,old_exp_2022
202,202,_153,PostBurnYear2,9/26/2022 11:03,176,D,51.1,7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,D,N,51.1,NA,N,N,NA,NA,NA,NA,old_exp_2022
203,203,_156,PostBurnYear2,9/26/2022 11:04,151,L,14.3,7.5,100,I,0.1,2,NA,NA,NA,NA,NA,NA,NA,QUCH2,controls,treat,control,old,2022,QUCH2,L,N,14.3,100,N,N,NA,NA,NA,NA,old_exp_2022
204,204,_156,PostBurnYear2,9/26/2022 11:04,152,L,26.8,10.5,100,I,0.5,2.75,NA,NA,NA,NA,NA,NA,NA,QUCH2,controls,treat,control,old,2022,QUCH2,L,N,26.8,100,N,N,NA,NA,NA,NA,old_exp_2022
205,205,_156,PostBurnYear2,9/26/2022 11:04,153,L,25.85,10.6,90,I,1.8,2.75,NA,NA,NA,NA,NA,NA,NA,QUCH2,controls,treat,control,old,2022,QUCH2,L,N,25.85,90,N,N,NA,NA,NA,NA,old_exp_2022
206,206,_156,PostBurnYear2,9/26/2022 11:04,154,D,11.5,3.4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,D,N,11.5,NA,N,N,NA,NA,NA,NA,old_exp_2022
207,207,_156,PostBurnYear2,9/26/2022 11:04,155,L,21,10.9,30,I,7,0.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,21,30,N,N,NA,NA,NA,NA,old_exp_2022
208,208,_156,PostBurnYear2,9/26/2022 11:04,156,L,32.6,12,80,C,5.6,1.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,32.6,80,N,N,NA,NA,NA,NA,old_exp_2022
209,209,_156,PostBurnYear2,9/26/2022 11:04,157,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gone.,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,D,N,NA,NA,N,N,NA,NA,NA,Gone.,old_exp_2022
210,210,_156,PostBurnYear2,9/26/2022 11:04,158,L,27.4,9.9,90,I,3,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,27.4,90,N,N,NA,NA,NA,NA,old_exp_2022
211,211,_156,PostBurnYear2,9/26/2022 11:04,159,D,10.55,1.41,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,D,N,10.55,NA,N,N,NA,NA,NA,NA,old_exp_2022
212,212,_156,PostBurnYear2,9/26/2022 11:04,160,L,59.4,9.5,90,C,0.1,4.2,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,L,N,59.4,90,N,N,NA,NA,NA,NA,old_exp_2022
213,213,_156,PostBurnYear2,9/26/2022 11:04,161,L,15.45,8,90,I,2,0.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,15.45,90,N,N,NA,NA,NA,NA,old_exp_2022
214,214,_156,PostBurnYear2,9/26/2022 11:04,162,L,20.8,7.1,90,S,3,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,20.8,90,N,N,NA,NA,NA,NA,old_exp_2022
215,215,_156,PostBurnYear2,9/26/2022 11:04,163,L,31.6,12,90,C,3,2,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,31.6,90,N,N,NA,NA,NA,NA,old_exp_2022
216,216,_156,PostBurnYear2,9/26/2022 11:04,165,L,14.45,6.3,90,S,2,0.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,14.45,90,N,N,NA,NA,NA,NA,old_exp_2022
217,217,_156,PostBurnYear2,9/26/2022 11:04,166,L,47.15,6.4,90,I,NA,4,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,L,N,47.15,90,N,N,NA,NA,NA,NA,old_exp_2022
218,218,_156,PostBurnYear2,9/26/2022 11:04,167,D,30,2.5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,D,N,30,NA,N,N,NA,NA,NA,NA,old_exp_2022
219,219,_156,PostBurnYear2,9/26/2022 11:04,168,L,35.4,9.1,90,I,0.5,1.75,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,L,N,35.4,90,N,N,NA,NA,NA,NA,old_exp_2022
220,220,_156,PostBurnYear2,9/26/2022 11:04,169,L,55.5,8.5,90,I,2.2,3,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,L,N,55.5,90,N,N,NA,NA,NA,NA,old_exp_2022
221,221,_156,PostBurnYear2,9/26/2022 11:04,170,L,47.5,NA,90,C,NA,2.75,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,L,N,47.5,90,N,N,NA,NA,NA,NA,old_exp_2022
222,222,_156,PostBurnYear2,9/26/2022 11:04,171,L,32.5,NA,90,I,NA,2,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,L,N,32.5,90,N,N,NA,NA,NA,NA,old_exp_2022
223,223,_156,PostBurnYear2,9/26/2022 11:04,964,L,14.1,5.5,80,S,1.9,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,14.1,80,N,N,NA,NA,NA,NA,old_exp_2022
1114,1114,_150,PostBurnYear2,9/26/2022 11:01,837,L,68.25,16.8,60,C,0.8,2.5,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,control,old,2022,QUKE,L,N,68.25,60,N,N,NA,NA,NA,NA,old_exp_2022
1115,1115,_150,PostBurnYear2,9/26/2022 11:01,838,L,49.8,12,90,C,1.6,3.5,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,control,old,2022,QUKE,L,N,49.8,90,N,N,NA,NA,NA,NA,old_exp_2022
1116,1116,_150,PostBurnYear2,9/26/2022 11:01,840,L,14.4,7,100,I,NA,1,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,control,old,2022,QUKE,L,N,14.4,100,N,N,NA,NA,NA,NA,old_exp_2022
1117,1117,_150,PostBurnYear2,9/26/2022 11:01,842,L,11.75,6.3,100,I,NA,0.75,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,control,old,2022,QUKE,L,N,11.75,100,N,N,NA,NA,NA,NA,old_exp_2022
1118,1118,_150,PostBurnYear2,9/26/2022 11:01,843,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,control,old,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,NA,old_exp_2022
323,323,_129,PostBurnYear2,9/26/2022 11:09,605,L,55.8,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,dormant_burn,old,2022,PIJE,L,N,55.8,100,N,N,NA,NA,NA,NA,old_exp_2022
324,324,_129,PostBurnYear2,9/26/2022 11:09,606,L,17.35,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,dormant_burn,old,2022,PIJE,L,N,17.35,100,N,N,NA,NA,NA,NA,old_exp_2022
325,325,_129,PostBurnYear2,9/26/2022 11:09,608,L,48,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,dormant_burn,old,2022,PIJE,L,N,48,100,N,N,NA,NA,NA,NA,old_exp_2022
326,326,_129,PostBurnYear2,9/26/2022 11:09,609,L,53,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,dormant_burn,old,2022,PIJE,L,N,53,100,N,N,NA,NA,NA,NA,old_exp_2022
327,327,_129,PostBurnYear2,9/26/2022 11:09,610,L,82.65,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,dormant_burn,old,2022,QUKE,L,N,82.65,100,N,N,NA,NA,NA,NA,old_exp_2022
328,328,_129,PostBurnYear2,9/26/2022 11:09,612,L,68.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,dormant_burn,old,2022,PIJE,L,N,68.5,100,N,N,NA,NA,NA,NA,old_exp_2022
329,329,_129,PostBurnYear2,9/26/2022 11:09,614,L,9.05,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,dormant_burn,old,2022,QUKE,L,N,9.05,100,N,N,NA,NA,NA,NA,old_exp_2022
330,330,_129,PostBurnYear2,9/26/2022 11:09,615,L,8.4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,dormant_burn,old,2022,QUKE,L,N,8.4,100,N,N,NA,NA,NA,NA,old_exp_2022
331,331,_129,PostBurnYear2,9/26/2022 11:09,617,L,57.1,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat1,dormant_burn,old,2022,PIJE,L,N,57.1,100,N,N,NA,NA,NA,NA,old_exp_2022
332,332,_129,PostBurnYear2,9/26/2022 11:09,622,L,10.4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,dormant_burn,old,2022,QUKE,L,N,10.4,100,Y,N,NA,NA,NA,NA,old_exp_2022
333,333,_129,PostBurnYear2,9/26/2022 11:09,623,D,79.5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,dormant_burn,old,2022,QUKE,D,N,79.5,NA,N,N,NA,NA,NA,NA,old_exp_2022
334,334,_129,PostBurnYear2,9/26/2022 11:09,624,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat1,dormant_burn,old,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,NA,old_exp_2022
782,782,_137,PostBurnYear2,9/26/2022 11:16,701,D,60.9,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,D,N,60.9,NA,N,N,NA,NA,NA,NA,old_exp_2022
783,783,_137,PostBurnYear2,9/26/2022 11:16,702,D,43.1,NA,NA,NA,NA,NA,3,NA,NA,NA,New Tag 970,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,D,N,43.1,NA,N,N,NA,NA,NA,New Tag 970,old_exp_2022
784,784,_137,PostBurnYear2,9/26/2022 11:16,703,D,41.1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,D,N,41.1,NA,N,N,NA,NA,NA,NA,old_exp_2022
785,785,_137,PostBurnYear2,9/26/2022 11:16,704,D,56.1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,D,N,56.1,NA,N,N,NA,NA,NA,NA,old_exp_2022
786,786,_137,PostBurnYear2,9/26/2022 11:16,705,L,64.2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,64.2,100,N,N,NA,NA,NA,NA,old_exp_2022
787,787,_137,PostBurnYear2,9/26/2022 11:16,707,L,47.7,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat2,dormant_burn,old,2022,QUKE,L,N,47.7,40,N,N,NA,NA,NA,NA,old_exp_2022
788,788,_137,PostBurnYear2,9/26/2022 11:16,708,L,43.9,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat2,dormant_burn,old,2022,QUKE,L,N,43.9,90,N,N,NA,NA,NA,NA,old_exp_2022
789,789,_134,PostBurnYear2,9/26/2022 11:13,740,L,36.1,NA,50,NA,NA,NA,NA,NA,NA,NA,New tag 880,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,36.1,50,N,N,NA,NA,NA,New tag 880,old_exp_2022
790,790,_134,PostBurnYear2,9/26/2022 11:13,741,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gone.,NA,NA,QUKE,yr3,treat2,dormant_burn,old,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Gone.,old_exp_2022
791,791,_134,PostBurnYear2,9/26/2022 11:13,743,L,39.45,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat2,dormant_burn,old,2022,QUKE,L,N,39.45,70,Y,Y,67,55,6,NA,old_exp_2022
792,792,_134,PostBurnYear2,9/26/2022 11:13,744,L,83.2,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat2,dormant_burn,old,2022,QUKE,L,N,83.2,80,Y,Y,117,130,26,NA,old_exp_2022
793,793,_134,PostBurnYear2,9/26/2022 11:13,745,D,14.3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,D,N,14.3,NA,N,N,NA,NA,NA,NA,old_exp_2022
794,794,_134,PostBurnYear2,9/26/2022 11:13,747,L,41.3,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,41.3,50,N,N,NA,NA,NA,NA,old_exp_2022
795,795,_134,PostBurnYear2,9/26/2022 11:13,754,L,57.6,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,57.6,80,N,N,NA,NA,NA,NA,old_exp_2022
796,796,_134,PostBurnYear2,9/26/2022 11:13,755,L,46.75,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,46.75,90,N,N,NA,NA,NA,NA,old_exp_2022
797,797,_134,PostBurnYear2,9/26/2022 11:13,756,L,56.2,NA,90,NA,NA,NA,NA,NA,NA,NA,New tag 881,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,56.2,90,N,N,NA,NA,NA,New tag 881,old_exp_2022
798,798,_134,PostBurnYear2,9/26/2022 11:13,757,L,58.65,NA,70,NA,NA,NA,NA,NA,NA,NA,New tag 879,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,58.65,70,N,N,NA,NA,NA,New tag 879,old_exp_2022
799,799,_135,PostBurnYear2,9/26/2022 11:14,725,L,89.9,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat2,dormant_burn,old,2022,QUKE,L,N,89.9,80,Y,Y,44,29,2,NA,old_exp_2022
800,800,_135,PostBurnYear2,9/26/2022 11:14,726,L,79.4,NA,100,NA,NA,NA,NA,NA,NA,NA,New Tag 878,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,79.4,100,N,N,NA,NA,NA,New Tag 878,old_exp_2022
801,801,_135,PostBurnYear2,9/26/2022 11:14,730,L,61.1,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,61.1,100,N,N,NA,NA,NA,NA,old_exp_2022
802,802,_135,PostBurnYear2,9/26/2022 11:14,731,D,23.7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat2,dormant_burn,old,2022,QUKE,D,Y,23.7,NA,N,Y,130,145,13,NA,old_exp_2022
803,803,_135,PostBurnYear2,9/26/2022 11:14,732,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat2,dormant_burn,old,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,NA,old_exp_2022
804,804,_135,PostBurnYear2,9/26/2022 11:14,733,D,11.5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat2,dormant_burn,old,2022,QUKE,D,Y,11.5,NA,N,Y,130,145,13,same base as 731. 2021 does not have 733 resprout!,old_exp_2022
805,805,_138,PostBurnYear2,9/26/2022 11:17,781,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,D,N,NA,NA,N,N,NA,NA,NA,gone,old_exp_2022
806,806,_138,PostBurnYear2,9/26/2022 11:17,782,D,23.8,NA,NA,I,NA,NA,1,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,D,N,23.8,NA,N,N,NA,NA,NA,NA,old_exp_2022
807,807,_138,PostBurnYear2,9/26/2022 11:17,784,L,145.95,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat2,dormant_burn,old,2022,QUKE,L,N,145.95,40,Y,N,NA,NA,NA,NA,old_exp_2022
808,808,_138,PostBurnYear2,9/26/2022 11:17,785,D,22.8,NA,NA,NA,NA,NA,1,NA,NA,NA,New Tag 169,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,D,N,22.8,NA,N,N,NA,NA,NA,New Tag 169,old_exp_2022
809,809,_138,PostBurnYear2,9/26/2022 11:17,786,L,26,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,26,20,N,N,NA,NA,NA,NA,old_exp_2022
810,810,_138,PostBurnYear2,9/26/2022 11:17,787,L,27.2,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,27.2,20,N,N,NA,NA,NA,NA,old_exp_2022
811,811,_138,PostBurnYear2,9/26/2022 11:17,788,L,25.4,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,25.4,20,N,N,NA,NA,NA,NA,old_exp_2022
812,812,_139,PostBurnYear2,9/26/2022 11:17,771,L,60.4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,60.4,100,N,N,NA,NA,NA,NA,old_exp_2022
813,813,_139,PostBurnYear2,9/26/2022 11:17,772,L,78.7,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,78.7,90,N,N,NA,NA,NA,NA,old_exp_2022
814,814,_139,PostBurnYear2,9/26/2022 11:17,773,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gone.,NA,NA,QUKE,yr3,treat2,dormant_burn,old,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Gone.,old_exp_2022
815,815,_139,PostBurnYear2,9/26/2022 11:17,776,L,13.1,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat2,dormant_burn,old,2022,QUKE,L,N,13.1,90,Y,Y,160,117,12,NA,old_exp_2022
816,816,_139,PostBurnYear2,9/26/2022 11:17,777,L,48.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,48.5,100,N,N,NA,NA,NA,NA,old_exp_2022
817,817,_139,PostBurnYear2,9/26/2022 11:17,778,L,40.8,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat2,dormant_burn,old,2022,PIJE,L,N,40.8,100,N,N,NA,NA,NA,NA,old_exp_2022
1083,1083,_148,PostBurnYear2,9/26/2022 10:50,874,D,48.15,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,D,N,48.15,NA,N,N,NA,NA,NA,NA,old_exp_2022
1084,1084,_148,PostBurnYear2,9/26/2022 10:50,875,D,54.3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,D,N,54.3,NA,N,N,NA,NA,NA,NA,old_exp_2022
1085,1085,_148,PostBurnYear2,9/26/2022 10:50,877,L,51.5,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,51.5,70,N,N,NA,NA,NA,NA,old_exp_2022
1086,1086,_148,PostBurnYear2,9/26/2022 10:50,878,L,37.45,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,37.45,90,N,N,NA,NA,NA,NA,old_exp_2022
1087,1087,_148,PostBurnYear2,9/26/2022 10:50,879,L,9,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,9,100,N,N,NA,NA,NA,NA,old_exp_2022
1088,1088,_148,PostBurnYear2,9/26/2022 10:50,882,L,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,8.5,100,N,N,NA,NA,NA,NA,old_exp_2022
1089,1089,_148,PostBurnYear2,9/26/2022 10:50,883,L,54.1,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,54.1,60,N,N,NA,NA,NA,NA,old_exp_2022
1090,1090,_148,PostBurnYear2,9/26/2022 10:50,884,L,66.6,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,66.6,70,N,N,NA,NA,NA,NA,old_exp_2022
1091,1091,_148,PostBurnYear2,9/26/2022 10:50,885,L,19,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,19,90,N,N,NA,NA,NA,NA,old_exp_2022
1092,1092,_148,PostBurnYear2,9/26/2022 10:50,880,L,36.7,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,36.7,90,N,N,NA,NA,NA,NA,old_exp_2022
1093,1093,_149,PostBurnYear2,9/26/2022 11:00,801,L,38.35,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,38.35,100,N,N,NA,NA,NA,NA,old_exp_2022
1094,1094,_149,PostBurnYear2,9/26/2022 11:00,802,L,22.45,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,22.45,100,N,N,NA,NA,NA,NA,old_exp_2022
1095,1095,_149,PostBurnYear2,9/26/2022 11:00,803,L,39.4,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,39.4,70,Y,N,NA,NA,NA,NA,old_exp_2022
1096,1096,_149,PostBurnYear2,9/26/2022 11:00,804,L,35.1,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,35.1,80,N,N,NA,NA,NA,NA,old_exp_2022
1097,1097,_149,PostBurnYear2,9/26/2022 11:00,805,L,30.35,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,30.35,90,Y,N,NA,NA,NA,NA,old_exp_2022
1098,1098,_149,PostBurnYear2,9/26/2022 11:00,806,L,26.65,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,26.65,90,N,N,NA,NA,NA,NA,old_exp_2022
1099,1099,_149,PostBurnYear2,9/26/2022 11:00,807,L,14.4,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,14.4,70,N,N,NA,NA,NA,NA,old_exp_2022
1100,1100,_149,PostBurnYear2,9/26/2022 11:00,808,L,52.4,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,dormant_burn,old,2022,QUKE,L,N,52.4,90,Y,N,NA,NA,NA,NA,old_exp_2022
1101,1101,_149,PostBurnYear2,9/26/2022 11:00,809,L,10.3,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat4,dormant_burn,old,2022,PIJE,L,N,10.3,50,N,N,NA,NA,NA,NA,old_exp_2022
