,x1,macro_plot_name,monitoring_status,date_x,tag_no,status_x,dbh_x,ht,crwn_rto,crwn_cl,li_cr_b_ht,crwn_rad,decay_cl,char_ht,scorch_ht,cr_sc_pct,comment_x,uv1,uv2,species_symbol,year,treatment,treatment_burn,experiment,date_y,species,status_y,top_kill_y_n,dbh_y,crown_ratio,epicormic_resprout_y_n,basal_resprout_y_n,basal_resprout_height_cm,basal_resprout_width_cm,resprout_count,comment_y,experiment_resprout
544,544,_171,PostBurnYear1,8/26/2022 14:20,60,L,44.65,12.2,90,C,1,4.75,NA,0,6,10,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,44.65,90,N,N,NA,NA,NA,NA,new_exp_2022
545,545,_171,PostBurnYear1,8/26/2022 14:20,61,D,21.25,7.6,NA,NA,NA,NA,1,0.5,7.6,95,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,D,N,21.25,NA,N,N,NA,NA,NA,NA,new_exp_2022
546,546,_171,PostBurnYear1,8/26/2022 14:20,62,L,14.05,6.5,10,S,6,0.5,NA,0,6,90,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,L,N,14.05,10,N,N,NA,NA,NA,NA,new_exp_2022
547,547,_198,PostBurnYear1,8/25/2022 15:41,189,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fell over due to fire.,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,Y,NA,NA,N,Y,66,105,23,Fell over due to fire.,new_exp_2022
548,548,_198,PostBurnYear1,8/25/2022 15:41,190,L,48.45,18.6,90,D,10.6,3.25,NA,7.8,10.3,15,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,L,N,48.45,90,N,N,NA,NA,NA,tag melted off!,new_exp_2022
549,549,_198,PostBurnYear1,8/25/2022 15:41,192,D,9.6,5.8,NA,NA,NA,NA,1,0.94,5.8,95,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,Y,9.6,NA,N,Y,69,77,9,NA,new_exp_2022
550,550,_198,PostBurnYear1,8/25/2022 15:41,193,D,7.75,5.2,NA,NA,NA,NA,1,0,5.2,95,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,Y,7.75,NA,N,Y,71,65,19,NA,new_exp_2022
551,551,_198,PostBurnYear1,8/25/2022 15:41,194,D,50.65,10.1,NA,NA,NA,NA,1,3.6,10.1,90,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,Y,50.65,NA,N,Y,30,67.5,10,"194,195 same resprout. Tag melted off!",new_exp_2022
552,552,_198,PostBurnYear1,8/25/2022 15:41,195,D,38.3,12,NA,NA,NA,NA,1,4.6,12,90,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,Y,38.3,NA,N,Y,30,67.5,10,"194,195 same resprout",new_exp_2022
553,553,_198,PostBurnYear1,8/25/2022 15:41,197,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fell over due to fire.,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,D,N,NA,NA,N,N,NA,NA,NA,Fell over due to fire.,new_exp_2022
554,554,_172,PostBurnYear1,8/25/2022 14:30,117,L,58.85,12,70,C,2.2,5,NA,0.6,3.8,3,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,58.85,70,N,N,NA,NA,NA,NA,new_exp_2022
555,555,_172,PostBurnYear1,8/25/2022 14:30,118,L,51.15,9.6,70,I,5.2,3,NA,0.8,2,20,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,51.15,70,N,N,NA,NA,NA,NA,new_exp_2022
556,556,_172,PostBurnYear1,8/25/2022 14:30,119,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,D,N,NA,NA,N,N,NA,NA,NA,NA,new_exp_2022
557,557,_172,PostBurnYear1,8/25/2022 14:30,120,L,43.6,15,90,D,8,3,NA,3.4,0,0,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,L,N,43.6,90,N,N,NA,NA,NA,NA,new_exp_2022
558,558,_172,PostBurnYear1,8/25/2022 14:30,122,L,45.6,16.4,100,C,9.8,2,NA,5.2,8.8,5,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,L,N,45.6,100,N,N,NA,NA,NA,NA,new_exp_2022
559,559,_172,PostBurnYear1,8/25/2022 14:30,123,L,47.55,11.6,80,I,4,2.5,NA,0.68,4,8,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,47.55,80,N,N,NA,NA,NA,NA,new_exp_2022
560,560,_172,PostBurnYear1,8/25/2022 14:30,124,D,54.65,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,Y,54.65,NA,N,Y,210,50,1,NA,new_exp_2022
561,561,_172,PostBurnYear1,8/25/2022 14:30,125,D,22.6,3.9,NA,NA,NA,NA,3,0.45,NA,NA,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,D,N,22.6,NA,N,N,NA,NA,NA,NA,new_exp_2022
562,562,_172,PostBurnYear1,8/25/2022 14:30,126,L,46.9,10.8,90,I,4.5,3,NA,0.2,5.8,5,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,46.9,90,N,N,NA,NA,NA,NA,new_exp_2022
563,563,_181,PostBurnYear1,8/25/2022 15:39,95,D,16.05,3.4,NA,NA,NA,NA,1,2.5,3.4,100,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,D,N,16.05,NA,N,N,NA,NA,NA,NA,new_exp_2022
564,564,_181,PostBurnYear1,8/25/2022 15:39,96,D,76.95,15.5,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,D,N,76.95,NA,N,N,NA,NA,NA,NA,new_exp_2022
565,565,_181,PostBurnYear1,8/25/2022 15:39,98,L,24.35,12.9,90,C,5.1,1.25,NA,1.7,6,10,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,24.35,90,N,N,NA,NA,NA,NA,new_exp_2022
566,566,_181,PostBurnYear1,8/25/2022 15:39,99,L,37.45,12.4,100,C,4.9,1.75,NA,5,5,5,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,37.45,100,N,N,NA,NA,NA,NA,new_exp_2022
567,567,_181,PostBurnYear1,8/25/2022 15:39,100,L,27.6,10,80,I,3.5,1.75,NA,2.7,5.5,20,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,27.6,80,N,N,NA,NA,NA,NA,new_exp_2022
568,568,_181,PostBurnYear1,8/25/2022 15:39,101,L,11.25,6.2,90,I,1.6,1,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,11.25,90,Y,N,NA,NA,NA,NA,new_exp_2022
569,569,_181,PostBurnYear1,8/25/2022 15:39,103,L,15.8,6.4,100,I,2.5,1,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,15.8,100,Y,Y,46,30,7,same resprout as tag# 104,new_exp_2022
570,570,_181,PostBurnYear1,8/25/2022 15:39,104,L,12,6,100,I,2.5,1.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,12,100,N,Y,46,30,7,same resprout as tag# 103,new_exp_2022
571,571,_181,PostBurnYear1,8/25/2022 15:39,105,L,9.35,5.2,100,I,3,1.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,9.35,100,N,N,NA,NA,NA,NA,new_exp_2022
572,572,_181,PostBurnYear1,8/25/2022 15:39,106,L,10.8,7.1,100,I,4,1.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,10.8,100,N,Y,36.5,31,5,NA,new_exp_2022
573,573,_181,PostBurnYear1,8/25/2022 15:39,107,L,13.25,7.2,100,I,3.5,1,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,13.25,100,N,N,NA,NA,NA,NA,new_exp_2022
574,574,_181,PostBurnYear1,8/25/2022 15:39,108,L,9.8,7,100,I,2,1.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,9.8,100,N,N,NA,NA,NA,NA,new_exp_2022
575,575,_181,PostBurnYear1,8/25/2022 15:39,109,L,23.15,9.9,70,C,2.4,1.25,NA,0.62,4.5,30,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,23.15,70,N,N,NA,NA,NA,NA,new_exp_2022
576,576,_181,PostBurnYear1,8/25/2022 15:39,110,L,16.1,6.9,100,I,2.1,1.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,16.1,100,N,N,NA,NA,NA,NA,new_exp_2022
577,577,_181,PostBurnYear1,8/25/2022 15:39,111,L,44.3,12.9,100,C,0.4,4,NA,0.54,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,44.3,100,N,N,NA,NA,NA,NA,new_exp_2022
578,578,_181,PostBurnYear1,8/25/2022 15:39,112,L,55.4,13,100,C,1.6,3,NA,0.5,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,55.4,100,N,N,NA,NA,NA,NA,new_exp_2022
579,579,_181,PostBurnYear1,8/25/2022 15:39,113,L,50.55,7.6,100,I,1.8,2.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,50.55,100,N,N,NA,NA,NA,NA,new_exp_2022
580,580,_181,PostBurnYear1,8/25/2022 15:39,114,L,15.1,5.2,90,S,0.1,1.25,NA,0.55,1.2,5,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,15.1,90,N,N,NA,NA,NA,NA,new_exp_2022
581,581,_181,PostBurnYear1,8/25/2022 15:39,115,L,45.2,12.2,80,C,4,3.75,NA,1.3,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,45.2,80,Y,Y,44,19,1,NA,new_exp_2022
582,582,_177,PostBurnYear1,8/25/2022 14:58,85,L,23.7,7.3,90,S,1.8,1.75,NA,0.98,2,10,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,23.7,90,N,N,NA,NA,NA,NA,new_exp_2022
583,583,_177,PostBurnYear1,8/25/2022 14:58,86,D,95.2,3,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,D,N,95.2,NA,N,N,NA,NA,NA,NA,new_exp_2022
584,584,_177,PostBurnYear1,8/25/2022 14:58,90,D,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,Gone.,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Gone.,new_exp_2022
585,585,_177,PostBurnYear1,8/25/2022 14:58,91,L,19.8,10.7,100,I,1,2,NA,1,3,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,19.8,100,N,N,NA,NA,NA,NA,new_exp_2022
586,586,_177,PostBurnYear1,8/25/2022 14:58,92,L,11.25,5,40,S,3,0.5,NA,0.76,0,60,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,11.25,40,N,N,NA,NA,NA,NA,new_exp_2022
587,587,_177,PostBurnYear1,8/25/2022 14:58,93,L,91,15.3,70,C,1.2,5.5,NA,0.32,0,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,91,70,N,N,NA,NA,NA,NA,new_exp_2022
588,588,_177,PostBurnYear1,8/25/2022 14:58,94,L,68.5,13.2,80,C,1,9.5,NA,0,0,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,68.5,80,N,N,NA,NA,NA,NA,new_exp_2022
589,589,_175,PostBurnYear1,8/25/2022 14:57,41,D,39.85,8.6,NA,NA,NA,NA,1,1.11,10,5,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,N,39.85,NA,N,N,NA,NA,NA,NA,new_exp_2022
590,590,_175,PostBurnYear1,8/25/2022 14:57,42,L,73.6,6.8,30,I,2.2,5,NA,4,4,20,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,73.6,30,N,N,NA,NA,NA,NA,new_exp_2022
591,591,_175,PostBurnYear1,8/25/2022 14:57,45,L,22.95,7.6,100,S,1.6,1,NA,0.77,0,0,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,L,N,22.95,100,N,N,NA,NA,NA,NA,new_exp_2022
592,592,_175,PostBurnYear1,8/25/2022 14:57,46,L,34.2,10.5,90,C,1.9,3.75,NA,0,3,5,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,34.2,90,N,N,NA,NA,NA,NA,new_exp_2022
593,593,_175,PostBurnYear1,8/25/2022 14:57,47,L,41.65,12.2,90,C,1.9,4.5,NA,0,4,5,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,41.65,90,N,N,NA,NA,NA,NA,new_exp_2022
594,594,_175,PostBurnYear1,8/25/2022 14:57,48,L,34.3,10,80,I,2.1,2.25,NA,0,10,10,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,34.3,80,N,N,NA,NA,NA,NA,new_exp_2022
595,595,_175,PostBurnYear1,8/25/2022 14:57,49,L,56.4,14,80,C,5,5,NA,0,7,5,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,56.4,80,N,N,NA,NA,NA,NA,new_exp_2022
596,596,_175,PostBurnYear1,8/25/2022 14:57,50,L,63.35,13.7,80,C,3,5.2,NA,0,7.2,5,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,63.35,80,N,N,NA,NA,NA,NA,new_exp_2022
597,597,_200,PostBurnYear1,8/25/2022 15:42,199,D,54.3,4.4,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,N,54.3,NA,N,N,NA,NA,NA,NA,new_exp_2022
598,598,_200,PostBurnYear1,8/25/2022 15:42,202,L,8.1,5.9,60,I,4.3,1.75,NA,0.3,4.5,40,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,8.1,60,Y,N,NA,NA,NA,NA,new_exp_2022
599,599,_200,PostBurnYear1,8/25/2022 15:42,203,L,23.05,7.2,70,I,4,3.5,NA,1,4.5,30,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,23.05,70,Y,N,NA,NA,NA,NA,new_exp_2022
600,600,_200,PostBurnYear1,8/25/2022 15:42,204,L,11.35,6.3,60,I,3.5,2,NA,0.3,3.1,10,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,11.35,60,Y,Y,19,10,1,NA,new_exp_2022
601,601,_200,PostBurnYear1,8/25/2022 15:42,205,L,17.45,6.8,80,I,3.8,2,NA,0.5,3,20,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,17.45,80,Y,Y,30,15,1,NA,new_exp_2022
602,602,_200,PostBurnYear1,8/25/2022 15:42,206,L,12.85,6.7,90,I,3.2,2.5,NA,0.2,2.3,10,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,12.85,90,Y,N,NA,NA,NA,NA,new_exp_2022
603,603,_200,PostBurnYear1,8/25/2022 15:42,207,D,48.4,11,NA,NA,NA,NA,1,0.45,NA,NA,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,N,48.4,NA,N,N,NA,NA,NA,NA,new_exp_2022
604,604,_200,PostBurnYear1,8/25/2022 15:42,208,L,61.05,15.2,90,C,0.8,3.25,NA,0.6,2,5,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,61.05,90,N,Y,29,30,2,NA,new_exp_2022
605,605,_200,PostBurnYear1,8/25/2022 15:42,209,L,41.1,14.6,80,I,1,5,NA,0.4,2,0.5,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,41.1,80,N,N,NA,NA,NA,NA,new_exp_2022
606,606,_200,PostBurnYear1,8/25/2022 15:42,210,L,10.35,5.2,100,S,1,1,NA,0,NA,NA,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,L,N,10.35,100,N,N,NA,NA,NA,NA,new_exp_2022
607,607,_200,PostBurnYear1,8/25/2022 15:42,211,L,63.4,9.8,100,I,0.6,4,NA,0,2,0.5,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,63.4,100,N,N,NA,NA,NA,NA,new_exp_2022
608,608,_195,PostBurnYear1,8/25/2022 15:39,131,L,9.8,6.3,100,I,1.7,1.3,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,9.8,100,Y,Y,50,55,6,same resprout as tag# 132,new_exp_2022
609,609,_195,PostBurnYear1,8/25/2022 15:39,132,L,11.35,6.3,100,I,2,0.8,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,11.35,100,Y,Y,50,55,6,same resprout as tag# 131,new_exp_2022
610,610,_195,PostBurnYear1,8/25/2022 15:39,133,L,10.75,7.1,90,I,3.2,1.8,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,10.75,90,Y,Y,47,40,4,NA,new_exp_2022
611,611,_195,PostBurnYear1,8/25/2022 15:39,134,L,14.9,8.4,100,C,2.2,2.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,14.9,100,N,N,NA,NA,NA,NA,new_exp_2022
612,612,_195,PostBurnYear1,8/25/2022 15:39,135,L,11.6,7.3,100,I,1.6,2,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,11.6,100,Y,Y,38,20,5,NA,new_exp_2022
613,613,_195,PostBurnYear1,8/25/2022 15:39,136,L,9.35,7.5,100,I,3.5,1.5,NA,0.3,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,9.35,100,N,N,NA,NA,NA,NA,new_exp_2022
614,614,_195,PostBurnYear1,8/25/2022 15:39,137,L,11.4,6.5,90,I,2.5,2,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,11.4,90,N,N,NA,NA,NA,NA,new_exp_2022
615,615,_195,PostBurnYear1,8/25/2022 15:39,138,L,10.45,6.5,90,C,2.9,2,NA,0.36,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,10.45,90,Y,Y,61,NA,10,NA,new_exp_2022
616,616,_195,PostBurnYear1,8/25/2022 15:39,140,L,9.7,6,100,S,3,2.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,9.7,100,N,Y,109,105,20,"140,141,142,143 same resprout",new_exp_2022
617,617,_195,PostBurnYear1,8/25/2022 15:39,141,L,15.2,6.5,100,C,2,2.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,15.2,100,N,Y,109,105,20,"140,141,142,143 same resprout",new_exp_2022
618,618,_195,PostBurnYear1,8/25/2022 15:39,142,L,13.3,6.5,100,C,1.8,2,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,13.3,100,N,Y,109,105,20,"140,141,142,143 same resprout",new_exp_2022
619,619,_195,PostBurnYear1,8/25/2022 15:39,143,L,11.4,6.5,100,C,1.5,1.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,11.4,100,N,Y,109,105,20,"140,141,142,143 same resprout",new_exp_2022
620,620,_195,PostBurnYear1,8/25/2022 15:39,144,L,8.35,4.5,90,I,1.4,2,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,8.35,90,N,N,NA,NA,NA,NA,new_exp_2022
621,621,_195,PostBurnYear1,8/25/2022 15:39,145,D,44.5,1.4,NA,NA,NA,NA,2,1.4,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,D,Y,44.5,NA,N,Y,85,120,28,"145,147,148 same resprout",new_exp_2022
622,622,_195,PostBurnYear1,8/25/2022 15:39,146,L,9.6,6.6,90,C,2.1,2,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,9.6,90,Y,Y,85,120,28,"145,147,148 same resprout",new_exp_2022
623,623,_195,PostBurnYear1,8/25/2022 15:39,147,L,9.6,6.6,90,C,4,1.3,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,9.6,90,Y,Y,85,120,28,"145,147,148 same resprout",new_exp_2022
624,624,_195,PostBurnYear1,8/25/2022 15:39,149,L,9.8,6.9,100,C,1,2,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,9.8,100,N,Y,54,30,3,"149,150,151 same resprout",new_exp_2022
625,625,_195,PostBurnYear1,8/25/2022 15:39,150,L,9.65,6.4,100,C,0.8,2.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,9.65,100,N,Y,54,30,3,"149,150,151 same resprout",new_exp_2022
626,626,_195,PostBurnYear1,8/25/2022 15:39,151,L,8.35,6.3,100,C,1.8,1.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,8.35,100,N,Y,54,30,3,"149,150,151 same resprout",new_exp_2022
627,627,_195,PostBurnYear1,8/25/2022 15:39,153,L,29.4,10.7,80,C,2.9,1.75,NA,2.5,10,20,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,29.4,80,N,N,NA,NA,NA,NA,new_exp_2022
628,628,_195,PostBurnYear1,8/25/2022 15:39,156,D,47.65,11.5,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,D,N,47.65,NA,N,N,NA,NA,NA,NA,new_exp_2022
629,629,_195,PostBurnYear1,8/25/2022 15:39,159,L,13.4,7.3,80,I,1.2,2.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,13.4,80,Y,Y,25,10,2,NA,new_exp_2022
630,630,_195,PostBurnYear1,8/25/2022 15:39,162,L,11.3,7.4,70,I,2,2,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,11.3,70,Y,N,NA,NA,NA,NA,new_exp_2022
631,631,_195,PostBurnYear1,8/25/2022 15:39,163,L,10.8,5,90,I,1.4,1.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,10.8,90,Y,Y,40,15,1,NA,new_exp_2022
632,632,_195,PostBurnYear1,8/25/2022 15:39,165,L,15.9,7,100,I,1.1,2.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,15.9,100,Y,N,NA,NA,NA,NA,new_exp_2022
633,633,_179,PostBurnYear1,8/25/2022 14:59,65,L,28.25,9.6,90,I,3.9,2,NA,2.4,3.8,10,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,28.25,90,N,N,NA,NA,NA,NA,new_exp_2022
634,634,_179,PostBurnYear1,8/25/2022 14:59,66,L,61.7,10.7,100,I,1.4,4.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,61.7,100,N,N,NA,NA,NA,NA,new_exp_2022
635,635,_179,PostBurnYear1,8/25/2022 14:59,67,L,72.75,18.5,80,D,1.7,4.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,72.75,80,Y,N,NA,NA,NA,NA,new_exp_2022
636,636,_179,PostBurnYear1,8/25/2022 14:59,68,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chopped down. Gone.,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Chopped down. Gone.,new_exp_2022
637,637,_179,PostBurnYear1,8/25/2022 14:59,72,L,40.6,9,100,I,0.1,4.1,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat13,dormant_burn,new,2022,QUKE,L,N,40.6,100,N,N,NA,NA,NA,NA,new_exp_2022
638,638,_179,PostBurnYear1,8/25/2022 14:59,74,L,41.4,14.9,100,C,5.6,3,NA,1.9,NA,NA,NA,NA,NA,PIJE,yr2,treat13,dormant_burn,new,2022,PIJE,L,N,41.4,100,N,N,NA,NA,NA,NA,new_exp_2022
639,639,_170,PostBurnYear1,8/25/2022 14:29,975,L,51.7,9.8,40,I,2.5,2.25,NA,0,2.5,10,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,51.7,40,N,N,NA,NA,NA,NA,new_exp_2022
640,640,_170,PostBurnYear1,8/25/2022 14:29,976,L,37.3,17.4,70,C,7.5,3,NA,7,4.8,30,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,L,N,37.3,70,N,N,NA,NA,NA,NA,new_exp_2022
641,641,_170,PostBurnYear1,8/25/2022 14:29,977,D,41.85,6.5,NA,NA,NA,NA,1,3,6.5,100,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,N,41.85,NA,N,N,NA,NA,NA,NA,new_exp_2022
642,642,_170,PostBurnYear1,8/25/2022 14:29,978,L,11.05,5.8,90,S,2,1,NA,0.2,2.2,5,NA,NA,NA,PIJE,yr2,treat13,leafout_burn,new,2022,PIJE,L,N,11.05,90,N,N,NA,NA,NA,NA,new_exp_2022
643,643,_170,PostBurnYear1,8/25/2022 14:29,979,L,57,16.4,90,C,1.5,5,NA,0,4.1,5,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,57,90,N,N,NA,NA,NA,NA,new_exp_2022
644,644,_170,PostBurnYear1,8/25/2022 14:29,980,L,72.4,16.5,100,C,0.8,5.5,NA,0,2.8,2,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,72.4,100,N,N,NA,NA,NA,NA,new_exp_2022
